dish_id,total_calories,total_mass,total_fat,total_carb,total_protein,ingredients
dish_1563216440,403.786346,352.0,6.472354,39.857891,44.691349,"wheat berry: 12.073921g, olive oil: 0.452772g, spinach (raw): 3.01848g, cherry tomatoes: 6.036961g, chicken breast: 120.73922g, white rice: 106.0g, parmesan cheese: 3.01848g, garlic: 1.207392g, salt: 0.150924g, broccoli: 99.0g, thyme: 0.301848g"
dish_1559240908,60.16,128.0,0.128,15.36,1.152,orange: 128.0g
dish_1563395480,370.521423,329.0,14.106581,31.81958,29.161797,"corn: 3.027027g, cheese: 1.816216g, garlic: 0.704769g, chili: 4.574085g, black beans: 6.054054g, spinach (raw): 15.135136g, squash: 34.333336g, bell peppers: 1.608267g, onions: 2.421622g, olive oil: 0.597299g, sour cream: 1.210811g, lemon juice: 0.30155g, salt: 0.199002g, hominy: 5.478158g, cherry tomatoes: 1.816216g, pepper: 0.018484g, tortilla chips: 1.210811g, jalapenos: 0.201033g, parsley: 0.201033g, cabbage: 8.041333g, chicken thighs: 80.413338g, lime: 0.705922g, zucchini: 34.333336g, cheese pizza: 54.0g, broccoli: 34.333336g, carrot: 29.574862g, tomatoes: 6.68897g"
dish_1559235815,352.39502,268.0,16.284,31.334002,19.628799,"cream cheese: 10.8g, bagels: 43.200001g, strawberries: 103.0g, eggs: 111.0g"
dish_1565640272,377.820007,405.0,13.907999,49.740002,16.559999,"bell peppers: 54.0g, pepperoni pizza: 111.0g, cherry tomatoes: 240.0g"
dish_1565022062,234.606583,366.0,2.846122,30.903877,19.271049,"olive oil: 2.195122g, egg whites: 177.0g, berries: 99.0g, sweet potato: 87.804878g"
dish_1562960520,422.399261,303.0,19.659971,31.715603,29.545202,"pork: 91.551315g, pepper: 0.326969g, white rice: 13.078758g, garlic: 3.26969g, caesar salad: 97.0g, roasted potatoes: 69.0g, sugar: 9.809069g, salt: 0.653938g, soy sauce: 5.231504g, bok choy: 13.078758g"
dish_1560441270,24.540001,46.0,0.063,5.304,0.835,"bok choy: 17.0g, potatoes: 29.0g"
dish_1561663855,179.138412,139.0,7.395212,14.409589,15.28675,"parsley: 0.301386g, lemon juice: 1.153121g, chive: 0.052423g, garlic: 0.209693g, millet: 3.983402g, apple: 4.979253g, brown rice: 4.193868g, corn on the cob: 44.0g, vinegar: 0.995851g, onions: 1.991701g, olive oil: 4.623006g, rosemary: 0.052423g, basil: 0.052423g, salt: 0.334175g, chicken: 41.938675g, mixed greens: 24.896267g, carrot: 4.193868g, chard: 1.048467g"
dish_1563389199,390.254456,284.0,8.273479,70.210716,16.497627,"broccoli: 57.0g, garlic: 0.130631g, pepper: 0.038201g, arugula: 19.507507g, vinegar: 0.653153g, chard: 3.483484g, blueberries: 1.393393g, bulgur: 76.0g, olive oil: 3.398001g, pecans: 0.696697g, mustard: 0.217718g, tofu: 60.0g, salt: 0.359836g, carrot: 61.12138g"
dish_1566488928,103.048294,147.0,2.219561,19.982441,1.327024,"cantaloupe: 61.0g, sweet potato: 83.902443g, olive oil: 2.097561g"
dish_1558723926,19.26,107.0,0.214,4.173,0.963,cherry tomatoes: 107.0g
dish_1563392128,169.934235,162.0,18.81292,6.487778,21.133221,"garlic: 0.536424g, cilantro: 1.072848g, lemon juice: 2.145695g, onions: 4.291391g, olive oil: 4.291391g, salt: 0.268212g, arugula: 5.364238g, quinoa: 21.456953g, fish: 107.284767g, tomatillo: 10.728477g, pepper: 4.291391g, jalapenos: 0.268212g"
dish_1563910171,571.183777,423.0,27.285721,24.938656,53.608376,"ginger: 1.022666g, chard: 18.113207g, salmon: 204.533096g, cilantro: 2.045331g, shallots: 6.135993g, lime: 0.255666g, lemon juice: 2.045331g, onions: 4.090662g, olive oil: 10.204281g, vinegar: 3.622641g, green beans: 55.575001g, brown rice: 40.90662g, spinach (raw): 37.396469g, jalapenos: 2.045331g, cherry tomatoes: 9.056603g, garlic: 6.135993g, chili: 0.511333g, figs: 9.056603g, salt: 0.737748g, cucumbers: 9.056603g, mustard: 0.45283g"
dish_1560368990,211.92131,119.0,9.981677,14.39169,14.986163,"shallots: 0.339768g, salt: 0.137883g, pumpkin seeds: 0.564706g, parsley: 0.169884g, olive oil: 2.488485g, brown rice: 6.795367g, vinegar: 0.904474g, pepper: 0.679537g, arugula: 4.235294g, white rice: 41.0g, garlic: 0.679537g, carrot: 1.129412g, broccoli: 1.698842g, lettuce: 1.411765g, onions: 0.679537g, basil: 0.169884g, lemon juice: 0.339768g, mustard: 0.088235g, pork: 50.965252g, cherry tomatoes: 1.698842g, mixed greens: 2.823529g"
dish_1562958563,130.839996,68.0,9.767,2.686,8.158,"olives: 21.0g, chicken salad: 47.0g"
dish_1561579617,130.172348,304.0,4.552824,21.115883,4.427353,"salt: 1.382353g, eggplant: 138.235291g, olive oil: 1.382353g, cauliflower: 126.0g, roasted potatoes: 37.0g"
dish_1566333167,344.544495,140.0,14.501362,31.633934,20.294445,"vinegar: 0.063633g, beef: 38.180084g, bok choy: 1.272669g, spinach (cooked): 1.272669g, shallots: 2.545339g, millet: 5.090678g, salt: 0.047725g, cheese pizza: 90.0g, olive oil: 0.254534g, onions: 1.272669g"
dish_1565033139,193.649994,274.0,14.177,17.355999,4.434,"mixed greens: 55.0g, broccoli: 92.0g, olives: 127.0g"
dish_1563464480,229.490005,213.0,10.918,25.838001,8.302,"bacon: 17.0g, watermelon: 60.0g, roasted potatoes: 50.0g, berries: 86.0g"
dish_1567020054,122.001411,145.0,11.540041,7.937456,14.210079,"shallots: 1.262604g, garlic: 0.039456g, parsley: 0.631302g, salt: 0.428428g, kale: 3.15651g, brussels sprouts: 54.120541g, lemon juice: 1.262604g, olive oil: 3.066414g, wheat berry: 12.626041g, chive: 0.157826g, chard: 2.525208g, pepper: 0.067651g, fish: 63.130203g, cherry tomatoes: 2.525208g"
dish_1568649387,163.858185,192.0,5.302399,28.488777,2.512788,"olive oil: 4.80994g, sweet potato: 29.71698g, broccoli: 49.7561g, berries: 78.0g, yam: 29.71698g"
dish_1565370004,570.884766,370.0,41.655426,11.23975,36.877651,"bacon: 31.0g, olive oil: 2.575g, scrambled eggs: 236.0g, green beans: 100.425003g"
dish_1566499633,161.386429,139.0,14.183504,8.426495,3.023964,"onions: 7.351352g, olive oil: 9.801802g, vinegar: 4.900901g, garlic: 0.612613g, salt: 0.306306g, sun dried tomatoes: 4.900901g, olives: 37.0g, cucumbers: 12.252253g, spinach (raw): 61.261261g, mustard: 0.612613g"
dish_1558719336,24.25,97.0,0.291,4.85,1.746,cauliflower: 97.0g
dish_1562602657,610.365173,236.0,44.069649,31.015892,24.324261,"pepper: 0.079951g, salt: 0.319803g, hash browns: 65.0g, brussels sprouts: 63.96064g, sausage: 106.0g, olive oil: 0.639606g"
dish_1558116201,313.585999,91.0,24.843,3.822,17.563,sausage: 91.0g
dish_1559668314,551.546021,300.0,38.153999,32.832001,21.035,"scrambled eggs: 150.0g, garden salad: 61.0g, hash browns: 89.0g"
dish_1557861697,13.144,53.0,0.106,3.127,0.53,eggplant: 53.0g
dish_1558721484,11.160001,62.0,0.124,2.418,0.558,cherry tomatoes: 62.0g
dish_1565379251,32.936092,67.0,0.792689,6.608891,0.59528,"salt: 0.247689g, pepper: 0.041282g, olive oil: 0.660505g, carrot: 66.050522g"
dish_1563306392,477.465118,288.0,13.979971,5.710499,77.775475,"chicken: 246.351242g, spinach (raw): 6.158781g, wheat berry: 24.635124g, thyme: 0.615878g, olive oil: 4.927025g, lemon juice: 1.231756g, parsley: 2.463512g, salt: 0.307939g, garlic: 1.231756g, shallots: 0.076985g"
dish_1559843335,25.410002,77.0,0.231,6.16,0.539,strawberries: 77.0g
dish_1558549214,239.190002,361.0,0.722,53.875004,5.712,"white rice: 75.0g, potatoes: 95.0g, spinach (raw): 10.0g, cherry tomatoes: 115.0g, grapes: 66.0g"
dish_1562775488,91.239998,145.0,0.158,12.433001,8.56,"egg whites: 79.0g, sweet potato: 66.0g"
dish_1562787956,26.84,61.0,1.281,2.623,1.952,caesar salad: 61.0g
dish_1562775212,92.480003,136.0,1.904,16.32,3.264,oatmeal: 136.0g
dish_1559238435,115.544006,202.0,0.202,30.703999,0.808,pears: 202.0g
dish_1562008813,214.593262,225.0,15.571491,15.597978,6.029664,"pears: 9.386085g, quinoa: 25.559105g, shallots: 0.127796g, olive oil: 11.192219g, lemon juice: 0.063898g, mustard: 1.216386g, vinegar: 4.587767g, arugula: 27.444799g, garlic: 1.274949g, mixed greens: 46.93042g, goat cheese: 7.508868g, thyme: 0.127796g, pecans: 0.888889g, parsley: 0.511182g, chard: 4.444445g, blueberries: 1.777778g, olives: 9.386085g, cauliflower: 72.0g, salt: 0.571533g"
dish_1568061202,256.551605,334.0,7.670484,39.151718,9.440392,"salt: 0.752821g, pepper: 0.057811g, brussels sprouts: 46.248463g, olive oil: 1.85336g, squash: 139.08754g, pineapple: 91.0g, cheese pizza: 55.0g"
dish_1560445069,94.527,243.0,0.243,22.112999,1.215,grapefruit juice: 243.0g
dish_1563900172,236.636597,255.0,12.947122,18.36488,11.786048,"scrambled eggs: 105.0g, cantaloupe: 101.0g, olive oil: 1.195122g, sweet potato: 47.804878g"
dish_1562785132,211.542679,192.0,24.6008,10.392798,28.955555,"fish: 150.293549g, country rice: 30.058708g, onions: 6.011742g, olive oil: 3.005871g, garlic: 0.751468g, salt: 0.375734g, green onions: 1.502935g"
dish_1565383097,479.248993,430.0,25.929001,13.332999,50.022999,"spinach (raw): 57.0g, cucumbers: 101.0g, olives: 129.0g, chicken: 116.0g, parmesan cheese: 27.0g"
dish_1559233102,183.520004,124.0,13.64,1.984,12.400001,scrambled eggs: 124.0g
dish_1560357427,93.749001,241.0,0.241,21.931,1.205,grapefruit juice: 241.0g
dish_1558031628,31.280001,92.0,0.184,7.36,0.736,cantaloupe: 92.0g
dish_1558029148,38.880001,108.0,0.108,9.72,0.54,honeydew melons: 108.0g
dish_1562959129,412.873596,293.0,22.177427,47.374996,24.672005,"fish: 68.874168g, garlic: 0.344371g, salt: 0.172185g, pizza: 79.0g, onions: 2.754967g, pepper: 2.754967g, quinoa: 13.774834g, artichokes: 38.0g, lemon juice: 1.377483g, olive oil: 2.754967g, arugula: 3.443708g, jalapenos: 0.172185g, tomatillo: 6.887417g, parsnips: 39.0g, cilantro: 0.688742g, roasted potatoes: 33.0g"
dish_1558641075,12.42,69.0,0.138,2.691,0.621,cherry tomatoes: 69.0g
dish_1560455158,69.12085,55.0,5.892522,3.531324,1.433316,"olive oil: 5.176471g, arugula: 19.411766g, vinegar: 2.588235g, carrot: 5.176471g, mixed greens: 12.941176g, mustard: 0.404412g, lettuce: 6.470588g, pumpkin seeds: 2.588235g, salt: 0.242647g"
dish_1565972715,657.545837,510.0,46.845226,15.662046,43.166805,"cucumbers: 7.813411g, vinegar: 3.125365g, green beans: 81.900002g, scrambled eggs: 237.0g, pepper: 0.195335g, lettuce: 15.626822g, chicken apple sausage: 122.0g, cherry tomatoes: 6.250729g, lime: 0.781341g, mixed greens: 23.440233g, salt: 0.390671g, olive oil: 8.350729g, onions: 3.125365g"
dish_1558724912,30.75,75.0,0.15,7.5,0.675,carrot: 75.0g
dish_1563913675,282.693146,228.0,12.514251,31.848915,12.170398,"spinach (raw): 13.261456g, vinegar: 1.768194g, chard: 8.84097g, cherry tomatoes: 4.420485g, cheese pizza: 68.0g, figs: 4.420485g, salt: 0.110512g, caesar salad: 119.0g, cucumbers: 4.420485g, olive oil: 3.536388g, mustard: 0.221024g"
dish_1567542876,495.807739,260.0,21.002985,45.708035,29.519905,"white rice: 25.677708g, soy sauce: 0.36457g, onions: 7.164348g, orange juice: 0.36457g, kale: 6.419427g, lemon juice: 0.919315g, chili: 0.36457g, cilantro: 0.459658g, green onions: 0.36457g, cheese pizza: 98.0g, broccoli: 46.572529g, beef: 54.685497g, pineapple: 4.596577g, chicken thighs: 8.618582g, vinegar: 1.283885g, olive oil: 2.539341g, garlic: 1.283885g, salt: 0.320971g"
dish_1561753075,945.670715,668.0,47.436813,46.316841,82.687485,"garlic: 1.626105g, salmon: 87.103439g, chicken thighs: 162.610474g, onions: 0.406526g, olive oil: 5.060098g, chili: 1.422842g, caesar salad: 158.0g, cilantro: 1.626105g, cheese: 48.783142g, pepper: 4.355172g, brown rice: 17.420689g, arugula: 3.484137g, squash: 93.711464g, thyme: 0.108879g, tortilla: 65.044189g, salt: 0.975703g, tomatoes: 16.261047g"
dish_1559244305,113.066399,64.0,7.04521,9.832837,3.483331,"arugula: 8.015028g, pepper: 3.206011g, vinegar: 3.206011g, chickpeas: 32.060112g, salt: 0.200376g, parsley: 3.206011g, olive oil: 6.091422g, mustard greens: 8.015028g"
dish_1561577573,755.432922,346.0,40.638695,24.98456,66.063805,"onions: 7.559657g, bok choy: 7.559657g, millet: 30.238626g, beef: 226.789688g, salt: 0.283487g, spinach (cooked): 7.559657g, shallots: 15.119313g, olive oil: 1.511931g, pizza: 49.0g, vinegar: 0.377983g"
dish_1563550614,132.824387,205.0,1.753415,11.551586,15.085366,"sweet potato: 58.536587g, olive oil: 1.463415g, egg whites: 145.0g"
dish_1565204891,302.886444,314.0,9.08052,40.929695,16.297201,"olive oil: 5.12123g, onions: 28.616138g, brussels sprouts: 103.321037g, chicken thighs: 38.325184g, lemon juice: 4.08802g, salt: 1.53861g, garlic: 4.08802g, pineapple: 20.440098g, white rice: 81.760391g, cilantro: 2.04401g, pepper: 0.129151g, vinegar: 4.08802g, kale: 20.440098g"
dish_1558115011,115.620003,20.0,9.9,4.54,4.48,almonds: 20.0g
dish_1559675234,36.970001,120.0,0.271,8.135,2.075,"carrot: 14.0g, bell peppers: 20.0g, cherry tomatoes: 55.0g, brussels sprouts: 31.0g"
dish_1565638323,467.824677,274.0,20.744896,29.2488,38.302158,"salt: 0.223499g, garlic: 0.893997g, parsley: 0.446999g, onions: 6.257982g, zucchini: 8.939975g, rosemary: 0.893997g, olive oil: 0.893997g, arugula: 4.469987g, pork: 134.099609g, brown rice: 99.0g, white rice: 17.87995g"
dish_1561405836,82.429001,31.0,2.914,10.385,3.472,cheese pizza: 31.0g
dish_1565898659,576.704529,537.0,11.448723,16.11227,97.243431,"cherry tomatoes: 62.0g, tuna: 280.0g, olives: 40.0g, salmon: 58.023571g, spinach (raw): 2.901179g, onions: 1.160471g, chili: 0.145059g, cilantro: 0.580236g, lime: 0.072529g, salt: 0.145059g, ginger: 0.290118g, brown rice: 11.604714g, jalapenos: 0.580236g, lemon juice: 0.580236g, olive oil: 0.435177g, carrot: 75.0g, shallots: 1.740707g, garlic: 1.740707g"
dish_1562169818,346.819672,275.0,22.768761,16.997473,19.754049,"olive oil: 0.492005g, vinaigrette: 4.193548g, pepper: 0.061501g, scrambled eggs: 160.0g, granola: 10.483871g, mixed greens: 41.935482g, salt: 0.246002g, raspberries: 4.193548g, blackberries: 4.193548g, brussels sprouts: 49.200493g"
dish_1559934679,160.845459,146.0,7.257577,4.518153,18.901001,"quinoa: 6.923077g, wine: 0.346154g, eggplant: 3.461539g, mushroom: 3.461539g, chicken thighs: 69.230774g, squash: 3.461539g, salt: 0.086538g, lemon juice: 0.086538g, shallots: 0.692308g, caesar salad: 56.0g, spinach (cooked): 1.730769g, garlic: 0.346154g, olive oil: 0.173077g"
dish_1562698276,434.58316,307.0,16.904676,35.99662,31.992001,"spinach (cooked): 3.436208g, shallots: 6.872415g, salt: 0.128858g, onions: 3.436208g, broccoli: 77.0g, olive oil: 0.687241g, vinegar: 0.17181g, white rice: 95.0g, beef: 103.086227g, millet: 13.74483g, bok choy: 3.436208g"
dish_1558718051,24.25,97.0,0.291,4.85,1.746,cauliflower: 97.0g
dish_1560368764,207.098907,270.0,15.165788,14.017039,7.992478,"olive oil: 11.354902g, mustard: 0.823529g, pumpkin seeds: 5.270588g, carrot: 10.541177g, mixed greens: 26.352942g, lettuce: 13.176471g, salt: 1.307843g, asparagus: 30.0g, tofu: 45.0g, arugula: 39.529411g, eggplant: 81.372551g, vinegar: 5.270588g"
dish_1563563317,345.84198,252.0,22.701002,8.312,28.483,"olives: 42.0g, grilled chicken: 121.0g, cherry tomatoes: 55.0g, carrot: 34.0g"
dish_1565895966,214.544357,287.0,9.93185,16.800755,16.543627,"bok choy: 1.42539g, salt: 0.053452g, onions: 1.42539g, kale: 66.0g, olive oil: 2.760078g, vinegar: 0.071269g, shallots: 2.85078g, green beans: 96.525002g, chard: 66.0g, beef: 42.761692g, spinach (cooked): 1.42539g, millet: 5.701559g"
dish_1566933226,245.449509,171.0,7.784025,19.447062,22.552277,"couscous: 75.0g, garlic: 0.202532g, parsley: 0.405063g, basil: 0.405063g, lemon juice: 0.101266g, olive oil: 0.810127g, thyme: 0.405063g, salt: 0.101266g, chicken thighs: 81.012657g, brown rice: 8.101266g, radishes: 1.620253g, arugula: 2.025316g, vinegar: 0.810127g"
dish_1558458737,41.599998,32.0,0.096,8.96,0.864,white rice: 32.0g
dish_1561392593,354.044922,325.0,24.260466,19.139467,16.3906,"vinegar: 4.266666g, olive oil: 8.533333g, broccoli: 68.0g, berries: 75.0g, bell peppers: 10.666667g, radishes: 8.533333g, salt: 0.266667g, garlic: 0.533333g, scrambled eggs: 138.0g, mustard: 0.533333g, cucumbers: 10.666667g"
dish_1566416421,313.741882,367.0,18.395054,36.646526,12.292887,"wheat berry: 7.247387g, lemon juice: 0.724739g, green beans: 83.849998g, chard: 3.261324g, fish: 36.236935g, cherry tomatoes: 1.449477g, garlic: 0.362369g, roasted potatoes: 129.0g, shallots: 0.724739g, chive: 0.090592g, salt: 1.070985g, parsley: 0.362369g, olive oil: 4.57987g, eggplant: 98.039215g"
dish_1562009120,95.610138,146.0,5.247729,6.257764,9.354047,"brussels sprouts: 49.200493g, tofu: 96.0g, salt: 0.246002g, pepper: 0.061501g, olive oil: 0.492005g"
dish_1562872365,9.879999,76.0,0.152,1.672,1.14,bok choy: 76.0g
dish_1563910137,131.283218,141.0,8.903819,11.986854,2.529557,"vinegar: 3.622641g, chard: 18.113207g, spinach (raw): 27.169813g, cherry tomatoes: 9.056603g, green beans: 55.575001g, olive oil: 8.670282g, salt: 0.226415g, cucumbers: 9.056603g, figs: 9.056603g, mustard: 0.45283g"
dish_1558721726,74.360001,143.0,0.286,20.02,0.429,apple: 143.0g
dish_1566931586,379.380005,389.0,15.281001,15.525999,46.593998,"olives: 91.0g, mixed greens: 91.0g, chicken: 136.0g, broccoli: 71.0g"
dish_1563908923,49.279999,112.0,2.352,4.816,3.584,caesar salad: 112.0g
dish_1563552016,493.589081,174.0,19.477127,69.953438,10.739063,"syrup: 38.0625g, waffles: 135.9375g"
dish_1562784307,158.518127,157.0,5.112942,24.925295,5.678117,"salt: 0.794118g, pizza: 32.0g, olive oil: 0.794118g, eggplant: 79.411766g, corn on the cob: 44.0g"
dish_1564761388,54.599998,105.0,0.21,0.735,10.5,egg whites: 105.0g
dish_1561576295,249.067139,232.0,16.084234,23.931339,4.035298,"onions: 4.170213g, cucumbers: 20.851065g, lettuce: 41.702129g, bell peppers: 4.170213g, roasted potatoes: 103.0g, olives: 35.170212g, vinaigrette: 8.340425g, cherry tomatoes: 10.425532g, feta cheese: 4.170213g"
dish_1562876618,114.336998,43.0,4.042,14.405001,4.816,cheese pizza: 43.0g
dish_1565640427,195.761993,42.0,12.096,20.916,2.604,brownies: 42.0g
dish_1559841808,73.110001,96.0,0.57,17.379999,1.29,"grapes: 38.0g, mandarin oranges: 53.0g, cereal: 5.0g"
dish_1560788349,78.925995,134.0,0.536,4.824,13.400001,yogurt: 134.0g
dish_1566847431,101.240509,90.0,1.923067,17.232075,3.76984,"quinoa: 76.677315g, arugula: 7.667731g, olive oil: 0.383387g, thyme: 0.383387g, lemon juice: 0.191693g, parsley: 1.533546g, salt: 0.86262g, shallots: 0.383387g, garlic: 1.916933g"
dish_1565726812,36.209755,65.0,1.839024,4.439024,1.521951,"broccoli: 63.414635g, olive oil: 1.585366g"
dish_1561061687,508.347748,408.0,24.082794,32.991673,41.733879,"shallots: 6.224064g, garlic: 4.509778g, croutons: 0.317719g, jalapenos: 1.312783g, onions: 2.625567g, cranberries: 2.285714g, mustard greens: 34.285713g, kale: 40.668022g, lemon juice: 2.455641g, olive oil: 10.885133g, salt: 0.992754g, parsley: 2.285714g, salmon: 131.278336g, ginger: 0.656392g, spinach (raw): 6.563917g, pepper: 0.094711g, parmesan cheese: 4.236252g, brown rice: 26.255667g, arugula: 22.857143g, cilantro: 1.312783g, lime: 0.164098g, caesar dressing: 6.778005g, brussels sprouts: 75.768761g, bulgur: 11.428572g, chili: 0.328196g, apple: 11.428572g"
dish_1563996279,98.490021,278.0,1.893741,19.73682,3.910173,"salt: 0.443623g, carrot: 118.299446g, cauliflower: 158.0g, olive oil: 1.182994g, pepper: 0.073937g"
dish_1558115448,64.860001,94.0,0.188,16.92,0.658,grapes: 94.0g
dish_1559843030,25.410002,77.0,0.231,6.16,0.539,strawberries: 77.0g
dish_1564073860,492.309998,91.0,38.219997,1.274,33.670002,bacon: 91.0g
dish_1561739973,295.369995,280.0,16.279999,20.406,16.709999,"broccoli: 55.0g, scrambled eggs: 146.0g, sweet potato: 79.0g"
dish_1559240441,19.470001,59.0,0.177,4.72,0.413,strawberries: 59.0g
dish_1565984434,319.892303,430.0,12.747005,36.362114,17.977343,"quinoa: 74.757278g, ground turkey: 37.844036g, onions: 1.261468g, celery: 0.630734g, kale: 1.261468g, olive oil: 3.516252g, thyme: 0.031537g, chive: 0.126147g, pepper: 0.048059g, white rice: 5.045872g, cauliflower: 220.0g, cream: 1.009174g, mushroom: 5.045872g, eggs: 1.419151g, carrot: 77.525375g, salt: 0.414502g, garlic: 0.063073g"
dish_1563811686,319.428375,331.0,17.312544,25.879768,16.288153,"scrambled eggs: 132.0g, strawberries: 66.0g, olive oil: 2.429094g, salt: 0.275523g, pepper: 0.068881g, sweet potato: 75.121956g, brussels sprouts: 55.104553g"
dish_1561060925,93.914848,156.0,4.284307,9.30445,8.246765,"brussels sprouts: 89.544899g, salt: 0.447724g, tofu: 65.0g, pepper: 0.111931g, olive oil: 0.895449g"
dish_1561663817,95.495369,86.0,4.993594,12.891619,2.099187,"salt: 0.124481g, mixed greens: 24.896267g, olive oil: 3.784232g, lemon juice: 0.995851g, onions: 1.991701g, parsley: 0.248963g, corn on the cob: 44.0g, vinegar: 0.995851g, millet: 3.983402g, apple: 4.979253g"
dish_1566922978,124.32,84.0,9.24,1.344,8.400001,scrambled eggs: 84.0g
dish_1566316587,646.768066,311.0,50.825043,20.937225,26.908691,"olive oil: 12.412121g, vinegar: 6.20606g, radishes: 12.412121g, bacon: 19.0g, garlic: 0.775758g, bell peppers: 15.515152g, scrambled eggs: 180.0g, salt: 0.387879g, cucumbers: 15.515152g, mustard: 0.775758g, hash browns: 48.0g"
